Date,Actual,Forecasted
11/19/2019 0:00,150.3899994,148.6383988
11/20/2019 0:00,149.6199951,148.989004
11/21/2019 0:00,149.4799957,149.4743784
11/22/2019 0:00,149.5899963,149.9839274
11/25/2019 0:00,151.2299957,150.5375683
11/26/2019 0:00,152.0299988,151.1269839
11/27/2019 0:00,152.3200073,151.5108566
11/29/2019 0:00,151.3800049,152.5379189
12/02/2019 0:00,149.5500031,152.985969
12/03/2019 0:00,149.3099976,153.5029562
12/04/2019 0:00,149.8500061,153.7879543
12/05/2019 0:00,149.9299927,154.1769524
12/06/2019 0:00,151.75,154.5537001
12/09/2019 0:00,151.3600006,154.4576019
12/10/2019 0:00,151.1300049,154.7726387
12/11/2019 0:00,151.6999969,154.8481441
12/12/2019 0:00,153.2400055,155.027645
12/13/2019 0:00,154.5299988,155.1989696
12/16/2019 0:00,155.5299988,154.561801
12/17/2019 0:00,154.6900024,154.7396725
12/18/2019 0:00,154.3699951,154.7064953
12/19/2019 0:00,155.7100067,154.8093969
12/20/2019 0:00,157.4100037,154.9392571
12/23/2019 0:00,157.4100037,154.4085662
12/24/2019 0:00,157.3800049,154.6995017
12/26/2019 0:00,158.6699982,155.1071511
12/27/2019 0:00,158.9600067,155.4572201
12/30/2019 0:00,157.5899963,155.740192
12/31/2019 0:00,157.6999969,156.3425829
01/02/2020 0:00,160.6199951,157.395722
01/03/2020 0:00,158.6199951,158.0711981
01/06/2020 0:00,159.0299988,159.2472593
01/07/2020 0:00,157.5800018,160.1180028
01/08/2020 0:00,160.0899963,160.7926635
01/09/2020 0:00,162.0899963,161.6192905
01/10/2020 0:00,161.3399963,162.4736284
01/13/2020 0:00,163.2799988,163.9416091
01/14/2020 0:00,162.1300049,164.8489771
01/15/2020 0:00,163.1799927,165.5187111
01/16/2020 0:00,166.1699982,166.3111657
01/17/2020 0:00,167.1000061,167.101132
01/21/2020 0:00,166.5,168.9569445
01/22/2020 0:00,165.6999969,169.4625017
01/23/2020 0:00,166.7200012,170.0879672
01/24/2020 0:00,165.0399933,170.7092472
01/27/2020 0:00,162.2799988,171.3024129
01/28/2020 0:00,165.4600067,171.9206012
01/29/2020 0:00,168.0399933,172.2925709
01/30/2020 0:00,172.7799988,172.7992368
01/31/2020 0:00,170.2299957,173.3141183
02/03/2020 0:00,174.3800049,173.6320128
02/04/2020 0:00,180.1199951,174.1771824
02/05/2020 0:00,179.8999939,174.4737872
02/06/2020 0:00,183.6300049,174.9038688
02/07/2020 0:00,183.8899994,175.3351789
02/10/2020 0:00,188.6999969,175.3065367
02/11/2020 0:00,184.4400024,175.7005636
02/12/2020 0:00,184.7100067,175.8182176
02/13/2020 0:00,183.7100067,176.0424364
02/14/2020 0:00,185.3500061,176.2380912
02/18/2020 0:00,187.2299957,175.3596654
02/19/2020 0:00,187.2799988,175.1000376
02/20/2020 0:00,184.4199982,174.9253072
02/21/2020 0:00,178.5899963,174.7048355
02/24/2020 0:00,170.8899994,172.5057243
02/25/2020 0:00,168.0700073,172.1182813
02/26/2020 0:00,170.1699982,171.4460499
02/27/2020 0:00,158.1799927,170.8732646
02/28/2020 0:00,162.0099945,170.2770941
03/02/2020 0:00,172.7899933,167.1703782
03/03/2020 0:00,164.5099945,166.5409465
03/04/2020 0:00,170.5500031,165.6746388
03/05/2020 0:00,166.2700043,164.9442414
03/06/2020 0:00,161.5700073,164.2310191
03/09/2020 0:00,150.6199951,161.0483126
03/10/2020 0:00,160.9199982,160.4466886
03/11/2020 0:00,153.6300049,159.6452327
03/12/2020 0:00,139.0599976,158.9991003
03/13/2020 0:00,158.8300018,158.3896082
03/14/2020 0:00,0,164.5753283
03/15/2020 0:00,0,163.8084178
03/16/2020 0:00,0,155.6285381
03/17/2020 0:00,0,155.1615775
03/18/2020 0:00,0,154.4996084
03/19/2020 0:00,0,153.9826159
03/20/2020 0:00,0,153.492862
03/21/2020 0:00,0,159.5814517
03/22/2020 0:00,0,158.9192008
03/23/2020 0:00,0,151.0478794
